Province,Accommodation,Category/ranking,Email,Tel,Fax,Address
Marrakech,Riyad Dar Elcalame,Maison d'hôte,,+32(0)25389021,,15 Derb El Haddada Ben Salah
Marrakech,Rose Sultane,Maison d'hôte,,,,km 11 route de l ourika tassultant
Marrakech,Ryad al kandil,Maison d'hôte,,05.24.36.15.81,,15 rue azbezt derb el farrane
Marrakech,Ryad al wachma,Maison d'hôte,,024/38-51-87,,"21, Derb Assehb Bab Doukkala  - Marrakech 40 000"
Marrakech,Ryad Almamoune,Maison d'hôte,reservation@riadalmamoune.com,024 39 19 58,024 39 17 64,140 derb aarajane rahbat lakdima
Marrakech,Ryad aquarelle,Maison d'hôte,,024.37.60.05,,"35,DERB ROUADA,RIAD LAAROUS"
Marrakech,Ryad dar kaotar,Maison d'hôte,DARKAOTAR@HOTMAIL.COM,024.44.28.85/061.19.31.96,024.42.70.43,"30 DERB EL FARRANE, BAD HILANA BOUTOUIL"
Marrakech,Ryad Dyor,Maison d'hôte,,024/37.59.80,024/37.59.82,1 Derb Driba Jadida Sidi Ben Slimane
Marrakech,Ryad Massarah,Maison d'hôte,,024/38/32/06,024/38/31/87,"26,DERB JDID,BAB DOUKALA"
Marrakech,Ryad nana,Maison d'hôte,,024/37/52/23,,"93,DERB EL MAKINA,DIOUR JDAD,ZAOUIA EL ABASSIA "
Marrakech,SEL D AILLEURS,Maison d'hôte,,05.24.48.54.61  06.66.57.14.77,,douar marigha commune rurale wirgane
Marrakech,Sesame,Maison d'hôte,,,,5 derb zaouia bab doukkala
Marrakech,Soraya et zayan,Maison d'hôte,,05.24.32.82.93,05.24.32.82.46,lieu dit tassat douar oulad ahmed cr el ouidane
Marrakech,Souk Experience,Maison d'hôte,contact@darelsouk.com,024.39.15.68 / 061/17.04.70,024.39.15.68,56 Derb Jdid Riad Zitoun Kedim
Marrakech,soukara beach,Maison d'hôte,,05.24.43.18.87,05.24.43.18.87,km 13 route de fes bp 12327 ennakhil
Marrakech,Taj makane,Maison d'hôte,,024/49/39/76,024/34/75/27,"19,LOT EL MANARA ,TARGA"
Marrakech,Taltis de latlas,Maison d'hôte,,06.66.17.34.89,,douar magira ouirgane commune d amizmiz
Marrakech,Terra Bahia,Maison d'hôte,,024.37.57.24,024.37.57.23,"9,derb jdid, quartier essalam"
Marrakech,Terra mia,Maison d'hôte,,024-32-25-92,024-32-20-72,"Km 12, Route de Fès ,BP 12327 Ennakhil"
Marrakech,Thai House,Maison d'hôte,,024/43.07.76,,"40, Arsat Bata, Avenue My Abdellah, Guiliz"
Marrakech,The read housse,Maison d'hôte,contact@theredhhouse-marrakech.com,024/43.70.40/43.70.41,024/44.74.09,Av El Yarmouk hivernage Guelez
Marrakech,Tigmi,Maison d'hôte,,024/48-40-20,024/48-20-21,DOUAR OUMANAS COMMUNE RURAL TAMSLOUHT
Marrakech,Titri,Maison d'hôte,,,,7 derb assabane riad laarous
Marrakech,Tm nights,Maison d'hôte,,024-38-57-45/068-76-01-24,024-38-57-45,"35, Derb Ihihane Sidi Ben Slimane"
Marrakech,Verger De L'Etoile Filante,Maison d'hôte,fvreeland@aol.com,024/32/97/97,024/32/97/98,Douar Tafrata Arrondissement Ennakhil Nord Bd 698  
Marrakech,Villa 55,Maison d'hôte,,,,el arsa douar el makina oulad hassoune
Marrakech,Villa Aada nour,Maison d'hôte,,024-31-06-64,024-31-06-64,42-45 Bp 7321 Sidi Abbad
Marrakech,Villa Aalma,Maison d'hôte,claudie.c@menara.ma,024/43.94.52/066-17-96-42,024/43.94.52,Route de Ouarzazate Jardin de l'Oliveraie  Jnane Zeitoun
Marrakech,Villa abalya,Maison d'hôte,philippe@abalya.com,024/32.93.76,,"22/23/24/, jnane zitoune,rte de ouarzazate"
Marrakech,villa adhika,Maison d'hôte,Frederic@adhika.com,024/32.91-03,024-32-93-76,"16/18,jnane zitoune,rte de ouarzazate"
Marrakech,Villa Amra,Maison d'hôte,,024/32.95.78,024/32.95.72,"Abiad, Palmeraie"
Marrakech,Villa Bleu,Maison d'hôte,,024/30.37.97,,"n'97, bd my abdellah lot laarissa"
Marrakech,Villa bleu citron,Maison d'hôte,,024.31.18.71,024/31.18.71,"506, RUE AMROU BNOU SALAAMA, ISSIL"
Marrakech,Villa Bora Bora,Maison d'hôte,reservation@villa-bora.com/roth@roth.tv,024.32.82.60/061.15.17.69,024.32.82.61,BP 9559/MARRAKECH MEDINA
Marrakech,Villa casa Taos,Maison d'hôte,,061/20.04.14,024/34.15.41,KM 8 ROUTE DE SOUIHLA TATGA
Marrakech,Villa chems hamra,Maison d'hôte,,060/46/97/28,,"Douar Ben Amar Km10, RTE. de sidi Abdellah Ghiat"
Marrakech,Villa d hote,Maison d'hôte,,05.24.37.56.37,05.24.37.55.37,km 12 route de tahanaoute
Marrakech,Villa Dar Elbila,Maison d'hôte,contact@darelbila.com,024/30.73.26,024/30.73.26,douar ouled belaaguid
Marrakech,Villa Dar sofia,Maison d'hôte,,024/34.44.33,024/34.44.33,"15,Lot sofia, targa B.P 2031"
Marrakech,Villa Dar Zina,Maison d'hôte,info@villadarzina.com,024/34.66.45,024/49.56.55,"4, JNANE BRIKA TARGA BP 89"
Marrakech,Villa des golfs,Maison d'hôte,resa@lavilladesgolfs.com,024/40.72.84,024/40.72.88,Route D'Ait ourir
Marrakech,Villa Des Orangers,Maison d'hôte,Message@villadesorangers.com,024/38.46.38,024/38.51.23,"6, RUE SIDI MIMOUNE"
Marrakech,Villa des quatres Palmier,Maison d'hôte,,024/32/82/55,024/32/82/56,Circuit de la Palmeraie ou B.P 7182
Marrakech,Villa Des Trois Golfs,Maison d'hôte,Troisgolfs@marrakechvillas.com,024/32.93.61,024/32.93.78,TAFRATA CIRCUIT DE LA PALEMERAIE
Marrakech,VILLA DINARI,Maison d'hôte,,024.32.89.22,024.32.89.22,alfa 41 lot bouazaoui rte de ouarzazate
Marrakech,Villa Douirtna,Maison d'hôte,villabelbaraka@menara.ma,024/42.24.35,024/42.24.35,"12,rue yougoslavie,gueliz"
Marrakech,Villa du lac,Maison d'hôte,,05.24.48.49.56,,lalla takerkoust
Marrakech,Villa Ezzahra,Maison d'hôte,,024/32.86.88,024/32.86.88,M'JAT III?CIRCUIT DE LAPALMERAIE OU B.P 12325
Marrakech,Villa Flore,Maison d'hôte,,024.39.17.00/061.46.45.03,024.39.17.00,"4, derb azzouz mouasine"
Marrakech,Villa Guest,Maison d'hôte,,024-49-74-44,024-49-97-77,prp koalal douar sidi dow targa
Marrakech,Villa Hanane,Maison d'hôte,,024/49.03.92,,"158, bloc b, cite massira 3"
Marrakech,Villa Jade,Maison d'hôte,contact@Villa-jade.com,024/40.72.35  /061.07.82.31,024/40.72.31,Lot 139 Grappe 3 Golf Amelkis
Marrakech,Villa joly amrlkis,Maison d'hôte,,061/09.72.99 /064/45.59.78,024/40.76.67,N° 188 G III AMELKIS
Marrakech,Villa Karima,Maison d'hôte,Suntrek@menara.ma,024/32.91.02 /061.34.50.00,024.33.04.87,"11, Lot Karima Amerchiche"
Marrakech,Villa Maha,Maison d'hôte,oliviagrigaux@hotmail.com,024/32.95.78,024/32.95.72,Douar Abiad BP 1775 Hay Mohammedi 
Marrakech,Villa maidane elarsa,Maison d'hôte,,06.61.23.59.53,,douar oukad  znaqua c oulad
Marrakech,Villa Makassar,Maison d'hôte,,,,20 derb chtouka quartier kasbah
Marrakech,Villa malika silvana,Maison d'hôte,,05.24.37.89.76,05.24.38.02.90,km 10 route de l ourika tassultant
Marrakech,VILLA MARGOT,Maison d'hôte,,025.06.03.00,025.06.03.01,"KM 10,ROUTE DE L'OURIKA"
Marrakech,Villa mouassine,Maison d'hôte,,,,86 derb el hammame mouassine
Marrakech,Villa Nomade,Maison d'hôte,Villanomade@menara.ma,024-38-50-07024.38.50.10,024-38-50-89,"7, DERB EL MARSTANE ZAOUIA EL ABBASSIA"
Marrakech,Villa olives,Maison d'hôte,,024/49.41.12,024/49.41.12,27/ targa  zdaghia
Marrakech,Villa Ramane,Maison d'hôte,,,,m hamdia ouidane
Marrakech,Villa soumaya,Maison d'hôte,,024-44-61.67/  060-78-97-26,            -,133-RUE EL MALZOUZI HIVERNAGE
Marrakech,Villa Taknaray,Maison d'hôte,,024/38/00/08,,"DOUAR LAGOUSSEM,KM 7,ROUTE DE L'OURIKA"
Marrakech,Villa tata Marie,Maison d'hôte,,,,douar rha cr sidi abdellah ghiat
Marrakech,Villa Vanille,Maison d'hôte,scoubis@menara.ma,064/40.04.65,024/31.01.23,N° 60 Villa Vanille Douar Belaâguid
Marrakech,VILLA ZAHRA,Maison d'hôte,,024.32.93.84,024.32.93.84,"18,RUE GHARNATA, CIECUIT DE LA PALMERAIE"
Marrakech,Al bouhayra,Pension,,,,Bab doukalla Medina 
Marrakech,Ali,Pension,,0524-44-49-79,0524-44-05-22,Rue MY Ismail 
Marrakech,Armed,Pension,,0524-48-57-45/46,,Centre Ouirgane
Marrakech,Belle ville,Pension,,05-24-42-64-81,            -,194.riad zitoun lakdim
Marrakech,Central Palace,Pension,hotelcentralpalace@hotmail.com,0 524 44 02 35/44 39 71,0 524 44 28 84,"59,Sidi Bouloukate Marrakech"
Marrakech,Dar Youssef,Pension,,0 24 39 16 55,,N°114 Derb sidi Bouloukat  Riad Zitoun  Marrakech
Marrakech,Fantasia,Pension,,05-24-42-65-45,05-24-42-65-45,187/4 ArsetMoussa riadMoukha
Marrakech,Iminouassif,Pension,,,,Centre Imlil Asni
Marrakech,l heure d ete ,Pension,,0524-39-17-27,0524-39-18-90,96 Sidi Bouloukat 
Marrakech,Narjisse,Pension,,,, Arsat Immach Medina 
Marrakech,Ouasis,Pension,,0 2444 71 70,,50 mohamed vMarrakech Geliz
Marrakech,Riad Assia,Pension,,0 524 39 12 85,0 5 24 39 13 95,32-rue de la recette bab el moukha
Marrakech,Riad Omar,Pension,,05-24-44-56-60,25-24-44-05-22,22-bab agnaou
Marrakech,Riad Taghazout,Pension,,                       -,,39-dar kabada riad zitoun lakdim
Marrakech,Saad,Pension,,0 524 44 35 10,0 524 44 28 84,"99, sidi bouloukat Marrakech"
Marrakech,Al Maaden Nord Medina,Résidence hôtelière,,05 24 29 92 00,,trab Imaaden Nakhil
Marrakech,Al ounse,Résidence hôtelière,,05-24-43-42-32,,semlalia lot rachidia
Marrakech,Amalou,Résidence hôtelière,residence@hotelamalou.ma,0524/42.23.56/57,0524/42.23.55,"156,av abedelkarim el khattabi Gueliz"
Marrakech,Assounfou,Résidence hôtelière,residenceassounfou@menara.ma,0 524 44 95 41/42/47/27,0 524 44 95 40,Angle Rue ImamMalek et Rue Ibn Toumert  Gueliz Marrakech
Marrakech,Atlas Plaza,Résidence hôtelière,,0524 29 28 75,05 24 29 28 76 ,46 Boulvard Allal El fassi 
Marrakech,Atlassia,Résidence hôtelière,,05 24 45 83 86 ,05 24 44 86 68 ,"249 ,Av Med 5 "
Marrakech,Bahja,Résidence hôtelière,,024/44-81-19,024/43-87-20,angle rue ibn aicha et med el baqqal
Marrakech,Dar Reda,Résidence hôtelière,,06.61.13.28.23,,"LA PALMERIE LOT, AKKARI, AL OUIDANE"
Marrakech,Della Rosa,Résidence hôtelière,info@dellarosa-marrakech.com,05 24 42 22 27,0524 44 89 09,"5,avnue Moulay Hassan Hivernage Marrakech"
Marrakech,Domaine Rosaroum,Résidence hôtelière,,,,sidi yahia Nakhil Palmeraie 
Marrakech,El arabi,Résidence hôtelière,,05-24-43-57-67,05-24-42-16-22,9-rue mauritania
Marrakech,El bahja Benderkaoui,Résidence hôtelière,cotact@bendarqoui-immobilier.com,0 24 30 80 75,0 24 31 10 45,crcuit de la palemeraie BP 7145 sidi Abad
Marrakech,Elhamra ,Résidence hôtelière,,05-24-44-87-85,,avenue  Med V 
Marrakech,Ezzahia,Résidence hôtelière,,024/44-62-44,024/43-00-28,ave.abdelkrim el khattabi gueliz
Marrakech,Gomassine,Résidence hôtelière,residencegomassine@yahoo.fr,0 524 43 84 66/43 84 54,0 524 43-30-12,71 Bd zerktouni gueliz
Marrakech,Koutoubienne,Résidence hôtelière,residencekoutoubienne@menara.ma,0 524 44 28 11,0 524 4419 97,rue koutoubia et ksour Marrakech 
Marrakech,Ksar Targa,Résidence hôtelière,,0524 39 50 36 ,05 24 39 50 36 ,lotissement Targa sedaghia route de targa 
Marrakech,La place,Résidence hôtelière,,05-24-44-51-74,,place jemaa lefna
Marrakech,Laaroussi,Résidence hôtelière,,044/30.14.56,044/30.14.63,No 10 ave.du prince mly Abdallah
Marrakech,Le Grand Sud,Résidence hôtelière,gd_sud@yahoo.fr,05.24.44.43.52.50,05.24.44.43.52.51,bd mansour eddehbi gueliz
Marrakech,Marrakech Garden,Résidence hôtelière,,05.24.29.25.77,05.24.29.25.76,"Av. El Khattabi,Route de Casa"
Marrakech,Marrakech Palm club,Résidence hôtelière,,05.24.33.03.13,05.24.31.16.89,Av. Yaoub El Mansour
Marrakech,Mouna,Résidence hôtelière,residencemouna@iam.net.ma,0524.43.76.32,0524.43.76.35,ave yacoub elmansour
Marrakech,Palmerie  eden Palm,Résidence hôtelière,,05.24.31.34.93,05.24.31.34.94,Circuit de la Palmeraie
Marrakech,Palmier,Résidence hôtelière,,05-24-44-75-04,,96 av med zarktouni
Marrakech,Quantara,Résidence hôtelière,,0 6.61.24.95.15,0 524 37 72 75,Zone Touristiques Agal 
Marrakech,Renaissance,Résidence hôtelière,,0524/33-77-77,0524-33-77-77,Bd Zerktouni 
Marrakech,Riad MogadorMenzeh,Résidence hôtelière,,05.24.42.49.00,05.24.42.49.07,Av. Mohammed V
Marrakech,Selwane,Résidence hôtelière,rselwane@hotmail.com,06-15-54-99,,16-ave Abdelakrim khattabi
Marrakech,Sublime ailleurs,Résidence hôtelière,,05-24-32-06-44,,
Marrakech,Tichka,Résidence hôtelière,,,,Avenue Abdelkarim El Katabi  Route de casa 
Mazagan,Mazagan Beach ,5*,,,,centre Balneaire haouzia
Meknès, Centinental,1*,,52-54-71,,92? Av. des F.A.R.
Meknès,Bassatine,1*,,0 35 52-04-63/67,0 35 52 57 33,Route de fes
Meknès,Excelsior,1*,,03552-19-00,,"57, Av. des F.A.R."
Meknès,Diar Timnay,2*,,,,
Meknès,Majestic,2*,,03552-20-35,03552-74-27,19  Av. Mohammed V
Meknès,Ouislane,2*,,03552-48-28,,"45 , av; allal  ben abdellah  "
Meknès,Palace,2*,,03504-04-68,035/40.14.31,11 rue de ghana  V.N
Meknès,Volubilis,2*,,03552-50-82,,"45, Av. des F.A.R."
Meknès,Akouass,3*,hotelakouas@yahoo.fr,03551-59-67,03551-59-94,"27, Rue Amir Abdelkader"
Meknès,Bab Mansour,3*,hotel_bab_mansour@menara.ma,03552-52-39,03552-83-95,"38, Rue Amir Abdelkader"
Meknès,Ibis Moussafir,3*,h3362@accor.com,035.40.41.41,035/40.42.42,Av. Des F.A.R. Meknès
Meknès,Nice,3*,nice-hotel@menara.ma,03552-03-18,,"10, Rue Accra"
Meknès,Plaisance,3*,hotelplaisance@hotmail.com,035/50-23-49,035-50-23-48,Route de Fès El Menzeh
Meknès,Malta,4*,hotel_malta@yahoo.fr/ou bienhotelmalta@menara.ma,035/40.25.41,035/51-50-18,"03,Rue Charif El idrissi"
Meknès,Manzahdalia,4*,hotel_menzahdalia@hotmail.com,035/46.85.78,035/46.86.34,"Domaine Izmar, RP 34, Route Vers Rabat-Meknès"
Meknès,Rif,4*,HOTEL_RIF@MENARA.COM,035/52-26-91/035-51-01-16,055/52.44.28,Rue Omar Benchemsi
Meknès,Transatlantique,4*,transatlantique@menara.ma,035 52 50 50 a 55,035/52-00-57,RueEl Mariniyine Ville Nouvelle Meknès
Meknès,Volubilis Inn,4*,,03554-44-06/07,03554-43-69,"Qu,fertassa,BP,B20 MYidriss zerhouni"
Meknès,Zaki,4*,www.zakihotel.ifrance.com,03551-61-69,035/52-48-36,Bd.El Massira ville nouvelle
Meknès,Amazigh,Maison d'hôte,,,,
Meknès,Chez Shimi,Maison d'hôte,,,,
Meknès,Dar Al andalousia,Maison d'hôte,,,,
Meknès,Dar Diafa Slimani,Maison d'hôte,,,,
Meknès,Dar ins,Maison d'hôte,,,,
Meknès,Dar Zarhoune,Maison d'hôte,,,,
Meknès,Elma,Maison d'hôte,,,,
Meknès,Hanaoui,Maison d'hôte,,,,
Meknès,Hiba,Maison d'hôte,,,,
Meknès,La colombe blanche,Maison d'hôte,,,,
Meknès,la maison da cote,Maison d'hôte,,,,
Meknès,Lola halima,Maison d'hôte,cailleux@menara.ma,0 353 53 30 34,,
Meknès,Menthe et citron,Maison d'hôte,,,,
Meknès,Palaisdidi,Maison d'hôte,reservation@palaisdidi.com,035/55.85.90,035/55.86.53,7 mY iSMAIL dAR lAKBIRA
Meknès,Riad atika,Maison d'hôte,,,,
Meknès,Riad bahia,Maison d'hôte,oisis.ja@caramail.com,035/55/45/41,035/55/44/68,"13, Rue Ibarbarene Medina"
Meknès,Riad dor,Maison d'hôte,info@riaddor.com,0 535 53 38 71,,"17,Derb Ain el anboub et Derb Lalla Aicha  Adouia Quartier Hammam  Jdid "
Meknès,Riad Felloussia,Maison d'hôte,felloussia@gmail.com,0 5 35 53 08 40/0 6 76 98 77 17,,Bab Aissi - Meknes 
Meknès,Riad Filalia,Maison d'hôte,,,,
Meknès,Riad Idrissia,Maison d'hôte,abdel_de_meknes@hotmail.com,0 613 72 82 16/0 553 14 18,,meknes ismailia
Meknès,Riad Meknes,Maison d'hôte,riad@iam.net.ma,0535/53.05.42,0535/53/13/20,"79, Ksar Chaacha, Dar Lakbira"
Meknès,Riad safir,Maison d'hôte,riadsafir@menara.ma,0 535 53 47 85,0 535 53 47 85,
Meknès,Riad yakout,Maison d'hôte,Riad yacout@hotmail.fr,0 535 53 31 10,,"N°22,N°Palace Lalla Oussia Meknes "
Meknès,Sbira,Maison d'hôte,,,,
Meknès,Aladain,motel,,,,
Meknès,Al Ghorfa,Résidence hôtelière,,,,
Meknès,Bab Lkhmiss,Résidence hôtelière,,,,
Meknès,Kawtar,Résidence hôtelière,,06.67.36.59.01,,
Meknès,Tamalout,Résidence hôtelière,,,,
Midelt,Taddart,4*,,,,
Midelt,Kasbah Dounia,Auberge,,,,
Mohammadia,Sablette,1*,,0 23 31 35 53 /0 67 51 76 59,,"Boulvard Hassan II, les sablettes  Mohammadia "
Mohammadia,Hager,2*,hotel-hager@menara.ma,023-32-59-21,023/32.59.29,Rue Farhat Hachad
Mohammadia,Sabah,2*,,023/32-14-51,023/32-14-56,"42, Av. des F.A.R"
Mohammadia,Amphitrite beach club,4*,,,,Bd My Youssef Corniche Mohammedia
Mohammadia,Miramar,4*,,023/31.24.40,023/32.46.13,Rue de Fes
Nador,Barcelona,1*,,056/36.15.74,,Bd Hassan II Hay El Matar Arouit
Nador,Geranio ex Anoual,1*,,035/60-61-50,,"16, Rue 20 cité Khettabi"
Nador,Al Maghreb Arabi,2*,,036/33-13-41/42,036/33-13-43,"136, Route Zeghanghan  BP 878"
Nador,Al Manzah,2*,,036/33-25-78,,Angle avenue ibn tachfine et  Mly.Hasssan 1er
Nador,Ismaîl,2*,,036/60-62-80,036/33-52-27,"34, Bd. Prince héritier sidi Mohammed"
Nador,Mansour Eddahbi,2*,,036/60-65-83,036/607710,105 Rue de Marrakech BP 215
Nador,Marbella,2*,,036/60-39-00,036/33-09-24,Av. Youssef Ibn tachfine
Nador,Mediterranée,2*,,036/60-64-95,036/60-66-11,"24, Angle Av. Ibn tachfine et My Abdellah"
Nador,Annakhil,3*,,036/33-71-22,036/33.71.22,185 Bd Tanger
Nador,Babel,3*,hotelbabelnador@menara.ma,036/60-69-01/02,036/60-67-07,Bd. Prince Héritier Sidi Med.
Nador,Giralda,3*,,036/60-63-77,036/33-34-03,Bd. Des FAR
Nador,Lixux,3*,,036/60-61-09,03633-00-32,126 Bd. Des FAR
Nador,Ryad,3*,,036/60-77-15,036/60.77.19,BP 60 Av.Med V
Nador,MontVert,4*,,,,
Nador,Paris Dakar,motel,,,,
Ouarzazate,Aflafal,1*,,0524/83.68.00,0524/83.68.00,Av.Med V Kelaat M'gouna
Ouarzazate,Amlal ,1*,,05/24/88/40/30,05/24/88/87/27,Lot. Centre
Ouarzazate,Awayo,1*,elaat M'gouna,05/24/83/09/25,,Boutaghrar K
Ouarzazate,Bab Sahara,1*,,05/24/88/47/22,05/24/88/44/65,Place Al Mouahidine
Ouarzazate,La Gazelle,1*,,0524/88-21-51,054/88.47.27,Av. Med V
Ouarzazate,Marmar ,1*,,05/24/88/88/87,05/24/88/88/87,Av.My Abdellah
Ouarzazate,Royal,1*,,0524/88-22-58,0524/88-87-27,Av. Med V
Ouarzazate,Todgha,1*,,0524/83-42-49,0524/83-45-65,Av.Hassan II Centre de Tinghir
Ouarzazate,Zahir,1*,,05/24/8857/40,05/24/88/57/40,Lot. Centre
Ouarzazate,Azul,2*,,,,Avenue Med.V Ouarzazate
Ouarzazate,Barraoui,2*,,,,
Ouarzazate,Chez Pierre,2*,,024/83-02-67,024/83-02-67,Georges du Dades Boumale Dades
Ouarzazate,Draa,2*,,0524.85.47.61,0524/85.47.62,Quartier Tigmi Ljdid Ouarzazate
Ouarzazate,Ksbh de dades shems,2*,,0524/83-00-41,0524/83-13-08,CENTRE DE BOUMALENE
Ouarzazate,La valle,2*,zaid 172@caramail.com,0524/85.40.34,0524/85.40.43,Quartier Tabount
Ouarzazate,LaKasbah de la vall,2*,kasbah_2_lavallee@yahoo.fr,0524/83 17 17,0524/83 17 17,Gorges du Dades Boumale Dades
Ouarzazate,Les jardins de ourzazate,2*,,0524/85-42-00,052485-43-23,Quartier Tabount ouarzazate
Ouarzazate,Mabrouka,2*,,0524/85.48.61,0524/85.44.43,Quartier Tigmi ljdid Ouarzazate
Ouarzazate,Mandar ,2*,,05/24/83/66/89,05/24/83/66/87,Douar Tazakht Kelaat M'gouna
Ouarzazate,Nadia,2*,hotelnadia@yahoo.fr,0524/85.49.40,0524/85.49.42,Quartier TABOUNT Ouarzazate
Ouarzazate,Tomboctou,2*,tomboctou@menara.ma,0524-83-46-04,0524-83-35-05,Av. Bir Anzarane Tinghir
Ouarzazate,ZAGHRO,2*,hotelrestaurantzaghro@yahoo.fr,0524.85.41.35,0524/85.47.09,Quartier Tabount Ouarzazate
Ouarzazate,Ibis Moussafir,3*,h6231@accor.com,0524/89 91 10,0524/89 91 01,Av. My rachid
Ouarzazate,Kasbah Lamrani,3*,kasbahlamrani@hotmail.com,0524/83 50 17,0524/83 50 27,Zone Touristique Tinghir
Ouarzazate,Lakhasbah,3*,,0524/89 03 02,0524/88 37 87,Ait Ben Haddou
Ouarzazate,Oscar Salam,3*,hoscar@iam.nat.ma,0524/88-21-66,0524/88-21-80,QuartierTamassint Ouarzazate
Ouarzazate,Perle Du Sud,3*,reservation@laperledusud.com,0524/88 86 40,0524/88.86.46,"39.40, Avenue Med V"
Ouarzazate,Roses  Mgouna,3*,rosemgouna@menar.ma,0524/83-63-36,0524/83-60-07,Centre Kalaa des M'gouna BP 186
Ouarzazate,Tichka Salam,3*,oumlil@Fram.fr,0524/88-33-35,0524/88.27.66,Av. Med V Ouarzazate
Ouarzazate,Tizarouine,3*,kasbah.tizzarouine@menara.ma,0524/83 06 90,0524/83 02 56,Centre de Boumalen BP 53
Ouarzazate,Ametis Club ex Karam,4*,tassaroute@menara.ma,0524/88-25-24,0524/88-33-28,Av. My Rachid Zone Hôtelière BP 311
Ouarzazate,Atlas Dunes farah j,4*,faraho@iam.com,0524/88-51-09,0524/88-52-24,Av. Erraha PB.254 Ouarzazate
Ouarzazate,Azghor,4*,azghor@kenzi-hotels.com,0524/88-65-01 à 05,0524/88-63-53,"17, Av My Rachid Ouarzazate"
Ouarzazate,Bélère ex Nkkourt,4*,,0524/88-28-03,052488-31-45,Av. My. Rachid Ouarzazate
Ouarzazate,Boughaffer,4*,bougafer@menara.ma,0524/83 32 00,0524/83-32-82,centre de Tinghir 
Ouarzazate,Comp Le Fint,4*,reservation@fint-hotel.com,0524/88.48.86,0524/88.73.38,PB 306 Avenue Med V Ouarzazate
Ouarzazate,Hanane,4*,clubhana@hotmail.com,0524/88-25-55,0524/88-57-37,Av Erraha
Ouarzazate,Karam Palace,4*,karam@fram.fr,0524/88-22-25,0524/88-26-42,Av. My Rachid zone hoteliere Ouarzazate
Ouarzazate,Le Zate,4*,lezat@sogatour.ma,0524/88-25-21,0524/88-25-58,Quartier Ait Gdih Ouarzazate
Ouarzazate,Mercureex ClubMed,4*,,0524/89-91-00,0524/89-91-01,Avenue My Rachid Ouarzazate
Ouarzazate,Riad Salam,4*,riadsalamozte@menara.ma,0524/88-33-35,0524/88-27-66,Av. Med V- BP 60 Ouarzazate
Ouarzazate,Saghro,4*,,0524/83-41-81,0524/83-43-52,Av.des F.A.R Centre de Tinghir
Ouarzazate,Xaluka ex Madiaq,4*,,0 524 83 00 60,05 24 83 09 61,BP. Boulmalene de Dades ONMT
Ouarzazate,Berbère Palace/Meridien,5*,mberpalace@iam.net.ma,0524/88/31/05 ,0524/88/30/71,Quartier Mansour Eddahbi BP.165
Ouarzazate,Albaraka,Auberge,,0524/89-03-05,0524/88-68-73/88 62 73,Ait Ben Haddou
Ouarzazate,Ben Moro,Auberge,,0524/85-22-12,0524/85-20-26,C.R Skoura
Ouarzazate,Chez Talout,Auberge,,0562-49-82-83,,Douar Oulad Arabia CR Skoura
Ouarzazate,Famille Berbere,Auberge,,05/24/83/15/66,05/24/83/15/66,Route des Gorges du dades
Ouarzazate,Jessus et Montagne,Auberge,,024/83.15.66,024/83.15.66,Route des Gorges des Dades
Ouarzazate,Kasbah Abdou,Auberge,,0524/83.70.81,0524/83.70.81,"Ait Yahia, kelaat M'gouna"
Ouarzazate,Kasbah Tassaroute,Auberge,,06/15/93/37/30,,Ait Khyar Kelaat M'gouna
Ouarzazate,Meteorite,Auberge,,05/35/78/38/09,05/35/88/42/89,ALNIF
Ouarzazate,Panorama,Auberge,,0524/83.15.55,0524/8315.55,Route des Gorges du Dades
Ouarzazate,Rosa Damskina,Auberge,,0524/83-69-13,0524/83-69-69,Entré de la ville d'el KELAA des M'gouna
Ouarzazate,Tamyassent,Auberge,,05/24/83/69/14,,Douar Tigouite AIT yahia
Ouarzazate,Tirgouite,Auberge,bouarif_elhachmi@hotmail.com,0524/85-23-39,0524/85-23-39,"km3, route de Toundoute "
Ouarzazate,Kenzi Palmeraie,Hôtel club,palmerai@menara.ma,0524/88-57-70,0524/88-57-49,"PB 121, Avenue Al Maghrib Al Arabi"
Ouarzazate,Ksar Kaissar,Hôtel club,,024/83-67-76,024/83-68-30,Km 2 de kalaat M'gouna
Ouarzazate, Sultana Golf,Maison d'hôte,sultana.golf@menara.ma,0524/88-78-88,052488-74-21,Royal golf-Ouarzazate
Ouarzazate,azimounda,Maison d'hôte,autanet@menara.ma,061/13-83-09,,Douar talat C.R Ait Sedrat Sahi Gharbia
Ouarzazate,Dar ahlam,Maison d'hôte,dar.ahlam@menara.ma,0524/85.22.39,0524/85.20.90,Douar oulad Cheîkh Ali 45500Skoura
Ouarzazate,Dar barbara,Maison d'hôte,info@riad darbarbara.com,05/24/85/49/30,,Douar Tajda Tarmigt
Ouarzazate,dar daif,Maison d'hôte,contact@dardaif.ma,0524/85.42.32,0524/85.40.75,Douar Talmasla - Tarmigt BP93 /5000
Ouarzazate,Dar Ikram,Maison d'hôte,,,,skoura
Ouarzazate,Dar Kamar,Maison d'hôte,darkamar@terra.com,0524/88-87-33,0524/88.87.32,45 Taourirt BP 86
Ouarzazate,Dar Laurli,Maison d'hôte,,,,
Ouarzazate,Dar Lokram,Maison d'hôte,contact@darlokram.com,05 24 85 22 40,05 24 85 22 40,45500 Skoura Ahl el-Oust
